codpais,idprovincia,iae,descripcion
ESP,48,146100,"ZURAREN ZERRAKETA ETA INDUSTRI PRESTAKETA (ZERRAKETA, MARRUSKETA, LEUNKETA, GA "
ESP,48,146210,ZUREZKO TXAPAK 
ESP,48,146220,"ZUR TXAPATU, KONTRATXAPATUAK ETA OHOLTZA ZELULARRAK "
ESP,48,146230,ZUNTZ ETA PARTIKULAZKO OHOLTZA ETA PANELAK 
ESP,48,146240,ZUR HOBETUAK 
ESP,48,146300,"AROZGINTZAKO PIEZA, PARKET ETA ERAIKINTZARAKO ZUREZKO EGITUREN SALDOKAKO FABRI "
ESP,48,146400,ZUREZKO ONTZI ETA ENBALAKETEN FABRIKAZIOA 
ESP,48,146500,ZUREZKO ZENBAIT OBJEKTUREN FABRIKAZIOA (ALTZARIAK EZIK) 
ESP,48,146600,KORTXOZKO EKOIZKINEN FABRIKAZIOA 
ESP,48,146700,"IHI, KANABERA, SASKI, BROTXA, ESKUBILA ETA ANTZEKOEN FABRIKAZIOA "
ESP,48,146810,ETXERAKO ZUREZKO ALTZARIGINTZA 
ESP,48,146820,ESKOLA ETA BULEGOKO ALTZARIEN FABRIKAZIOA 
ESP,48,146830,"ZUR, IHI, ZUME ETA KANABERAZKO ZENBAIT ALTZARIREN FABRIKAZIOA "
ESP,48,146840,HILKUTXEN FABRIKAZIOA 
ESP,48,146850,"ALTZARIGINTZAREN ONDOKO IHARDUERAK (AKABERA, BERNIZKETA, TAPIZKETA, URREZTAKET "
ESP,48,147100,PAPER-OREAREN FABRIKAZIOA 
ESP,48,147200,PAPER ETA KARTOIEN FABRIKAZIOA 
ESP,48,147310,KARTOI UHINDU ETA KARTOI UHINDUZKO GAIEN FABRIKAZIOA 
ESP,48,147320,ONTZIRAKETA ETA ENBALAKETARAKO BESTE KARTOI ETA PAPERGAI BATZUREN FABRIKAZIOA 
ESP,48,147330,"BULEGO, IDAZGU, ETAB.ETAKO KARTOI ETA PAPERGAIEN FABRIKAZIOA "
ESP,48,147340,DEKORAZIO ETA ETXEKO ERABILERAKO KARTOI ETA PAPERGAIEN FABRIKAZIOA 
ESP,48,147390,BESTELAKO ATALETAN BILDU EZ DIREN EZKUZTAPENEN FABRIKAZIOA 
ESP,48,147400,ARTE GRAFIKOAK (MOLDIZKETA GRAFIKOA) 
ESP,48,147410,TESTUAK NAHIZ IRUDIAK EDOZEIN PROZEDURA EDO SISTEMAZ MOLDIZTEA 
ESP,48,147500,ARTE GRAFIKOEN ONDOKO IHARDUERAK 
ESP,48,147610,LIBURUEN EDIZIOA 
ESP,48,147620,EGUNKARI ETA ALDIZKARIEN EDIZIOA 
ESP,48,147690,BESTELAKO ATALETAN BILDU EZ DIREN EDIZIOAK 
ESP,48,148110,KAUTXUAREN TRANSFORMAZIOA 
ESP,48,148120,BIRKAUTXUZTAKETA ETA ESTALKIEN BERREGINTZA 
ESP,48,148190,BESTELAKO ATALETAN BILDU EZ DIREN KAUTXUGAIEN FABRIKAZIOA 
ESP,48,148210,ERDIZKA PLASTIKOGAIEZ GERTUTZEN DIREN EKOIZKINEN FABRIKAZIOA 
ESP,48,148220,PLASTIKOGAIEN GAI AKABATUEN FABRIKAZIOA 
ESP,48,149110,BITXIGINTZA 
ESP,48,149120,BISUTEGINTZA 
ESP,48,149200,MUSIKATRESNEN FABRIKAZIOA 
ESP,48,149300,"MUSIKATRESNEN ZATI, PIEZA SOLTE ETA ALDAGAILUAK "
ESP,48,149410,"JOLAS, JOSTAILU ETA HAURTZANTZAKO GAIEN FABRIKAZIOA "
ESP,48,149420,KIROLGAIEN FABRIKAZIOA 
ESP,48,149510,IDAZGUKO GAIEN FABRIKAZIOA 
ESP,48,149590,BESTELAKO ATALETAN BILDU EZ DIREN GAIEN FABRIKAZIOA 
ESP,48,150110,"ERAIKINTZA OSOA, HIGIEZINEN KONPONKETA ETA ARTAPENA "
ESP,48,150120,"ERAIKINTZA OSOA, OBRA ZIBILEN KONPONKETA ETA ARTAPENA "
ESP,48,150130,IGELTSARIGINTZA ETA ERAIKINTZAKO OROTARIKO LAN TXIKIAK 
ESP,48,150210,"ERRAUSKETA ETA ERAISKETAK, OROHAR "
ESP,48,150220,"LURREN SENDOKETA ETA PRESTAKETA, ERAIKUNTZAK EGITEKO, LEHORKETA ETA KARRAMARRO "
ESP,48,150230,"LURREN SENDOKETA ETA PRESTAKETA, OBRA ZIBILAK EGITEKO, LEHORKETA ETA KARRAMARR "
ESP,48,150240,"ZIMENDAKETA ETA ZOLADURAK, ERAIKUNTZAK EGITEKO "
ESP,48,150250,OBRA ZIBILETAKO ZIMENDAKETA ETA ZOLADURAK 
ESP,48,150260,URAK AURKITZEKO ZULAKETAK 
ESP,48,150310,"ERAIKUNTZETAKO EGITURA ETA ESTALPENEN PRESTAKETA ETA MUNTAIA, BAI ETA ESTALKE "
ESP,48,150320,"OBRA ZIBILETAKO EGITURA ETA ESTALPENEN PRESTAKETA ETA MUNTAIA, BAI ETA ESTALKE "
ESP,48,150330,"GARRAIO, PORTU, OBRA HIDRAULIKO, ZUBI, ZUTOIN ETA DORRE METALIKO, ERREI, ETABA "
ESP,48,150340,"OBRA HARRI NATURAL ZEIN ARTIFIALAZ, EDO ERAIKINTZARAKO MATERIALEZ, GERTUTZEA, "
ESP,48,150411,"INSTALAZIO ELEKTRIKOAK, OROHAR. TELEGRAFO, TELEFONO, HARIRIK GABEKO TELEFONO E "
ESP,48,150412,ERAIKIN MOTA GUZTIETAKO INSTALAZIO ELEKTRIKOAK 
ESP,48,150420,ITURGINTZAKO INSTALAZIOAK 
ESP,48,150430,"HOTZ, BERO ETA AIRE-GIROTZEKO INSTALAZIOAK "
ESP,48,150440,TXIMISTORRATZAK ETA ANTZEKOAK EZARTZEA 
ESP,48,150450,"TIPO ETA MOTA GUZTIETAKO SUKALDEEN MUNTAIA ETA EZARKETA, ALDAGAILU GUZTIAK BAR "
ESP,48,150460,EDOZEIN MOTA ETA TIPOTAKO IGONGAILUEN MUNTAIA ETA EZARKETA 
ESP,48,150470,"ERAIKIN ETA ERAIKUNTZA GUZTIETAN TELEFONO, TELEGRAFO, HARIRIK GABEKO TELEGRAF "
ESP,48,150480,"METALEZKO MUNTAIA ETA INDUSTRI INSTALAZIO OSOAK, MAKINERIA ETA INSTALAZIO EDO "
ESP,48,150510,KANPO ETA BARRUKO MOTA GUZTIETAKO ETA OBRA MOTA GUZTIETAKO GAINJAZKIAK 
ESP,48,150520,MOTA GUZTIETAKO ETA OBRA MOTA GUZTIETAKO ZORUKETA ETA ZOLADURAK 
ESP,48,150530,ZUR MOTA GUZTIETAKO ZORU ETA ZOLADUREN EZARKETA 
ESP,48,150540,"OBRA MOTA GUZTIETARAKO ISOLAMENDU FONIKO, TERMIKO ETA AKUSTIKOEN KOKAERA; ERAI "
ESP,48,150550,"ERAIKIN ETA LOKALETAKO AROZGINTZA, ZERRAILGINTZA, DEKORAZIO ETA AKABERA "
ESP,48,150560,"ERAIKI ETA LOKALETAKO MOTA ETA ERA GUZTIETAKO PINTURAGINTZA ETA PAPER, EHUN. "
ESP,48,150570,ERAIKIN ETA LOKALETAKO IGELTSUGINTZA ETA KAREGINTZA ETA DEKORAZIOA 
ESP,48,150600,ERAIKINTZAREN ZERBITZU LAGUNGARRIAK ETA KARRAMARROZTAKETAK 
ESP,48,150700,"MOTA GUZTIETAKO OBRENERAIKINTZA, KONPONKETA ETA ARTAPENA "
ESP,48,150800,ENPRESEN ALDIBATERAKO ELKARTZE ETA BATASUNAK 
ESP,48,161100,612. TALDEAN ETA 617.ETIK 619.ERA BITARTEKOETAN XEHEKATZEN DIREN MERKATALGAI M 
ESP,48,161210,612.2. EPIGRAFETIK 612.7.ERA BITARTEKOETAN ETA 612.9.EAN ZEHAZTURIKO NEKAZAL E 
ESP,48,161220,"LABORE, HAZI, LANDARE, ONGARRI, EMANGARRI, ZOMORRO HILKARI, ABERE BIZI, ADARRE "
ESP,48,161230,"FRUTA ETA FRUITU, ORTUARI, PATATA, LEKARI FRESKO ETA BARAZKIEN HANDIZKAKO MERK "
ESP,48,161240,"HARAGI, HARAGIAREN EKOIZKIN ETA ERATORRIEN, ARRAULTZE, HEGAZTI ETA EHIZIEN HA "
ESP,48,161250,"ESNE, ESNEKI, EZTI, OLIO ETA KOIPE JANGARRIEN HANDIZKAKO MERKATARITZA. "
ESP,48,161260,EDARIEN ETA TABAKOAREN HANDIZKAKO MERKATARITZA 
ESP,48,161270,HERRIKO ARDO ETA OZPINEN HANDIZKAKO MERKATARITZA 
ESP,48,161280,ARRAIN ETA ARRANTZA ETA NEKAZARITZAKO BESTELAKO EKOIZKINEN HANDIZKAKO MERKATAR 
ESP,48,161290,BESTELAKO ATALETAN BILDU EZ DIREN EKOIZKINEN HANDIZKAKO MERKATARITZA 
ESP,48,161310,613.2. EPIGRAFETIK 613.5.ERA BITARTEKOETAN ETA 613.9.EAN ZEHAZTURIKO EHUNEZKO 
ESP,48,161320,METROKAKO EHUNEN ETA ETXERAKO EHUNGAI ETA ALFONBREN HANDIZKAKO MERKATARITZA 
ESP,48,161330,KANPO JANZKIEN HANDIZKAKO MERKATARITZA 
ESP,48,161340,"ZAPATA, LARRUKI, LARRUGAI ETA LARRUAZALEN HANDIZKAKO MERKATARITZA "
ESP,48,161350,"ALKONDARA, MIHISE, PURTZIL ETA ARTILEGAIEN HANDIZKAKO MERKATARITZA "
ESP,48,161390,JANTZIEN ALDAGAILUEN ETA BESTELAKO ATALETAN BILDU EZ DIREN EHUNEZKO EKOIZKINEN 
ESP,48,161410,FARMAZI EKOIZKINEN ETA BOTIKEN HANDIZKAKO MERKATARITZA 
ESP,48,161420,"LURRINGINTZA, DROGAGINTZA, HIGIENE ETA EDERGINTZAKO EKOIZKINEN HANDIZKAKO MER "
ESP,48,161430,ETXEKO MATENIMENDU ETA FUNTZIONAMENDURAKO EKOIZKINEN HANDIZKAKO MERKATARITZA 
ESP,48,161440,ABERE-SANITATEZKO EKOIZKINEN HANDIZKAKO MERKATARITZA 
ESP,48,161510,"IBILGAILU, MOTOZIKLETA, BIZIKLETA ETA EUREN ALDAGAILUEN HANDIZKAKO MERKATARITZ "
ESP,48,161520,ALTZARIEN HANDIZKAKO MERKATARITZA 
ESP,48,161530,ELEKTRATRESNEN ETA BURDINAGINTZAKO APARATUEN HANDIZKAKO MERKATARITZA 
ESP,48,161540,MATERIAL APARATU IRRATIELEKTRIKO ETA ELEKTRONIKOEN HANDIZKAKO MERKATARITZA 
ESP,48,161550,ARTELAN ETA AINTZINATEKOEN HANDIZKAKO MERKATARITZA 
ESP,48,161560,ARTE ARETOAK 
ESP,48,161590,KONTSUMO IRAUNKORREKOAK IZAN BAINA AURREKO EPIGRAFEETAN ZEHAZTU EZ DIREN BEST 
ESP,48,161610,IKATZAREN HANDIZKAKO MERKATARITZA 
ESP,48,161620,BURDINA ETA ALTZAIRUAREN HANDIZKAKO MERKATARITZA 
ESP,48,161630,MEEN HANDIZKAKO MERKATARITZA 
ESP,48,161640,GORDINETAKO METAL EZ BURDINAZKOEN ETA EKOIZKIN ERDIGERTUTUEN HANDIZKAKO MERKAT 
ESP,48,161650,PETROLIO ETA LABAINGAIEN HANDIZKAKO MERKATARITZA 
ESP,48,161660,INDUSTRIAKO EKOIZKIN KIMIKOEN HANDIZKAKO MERKATARITZA 
ESP,48,161690,MEATZARITZA ETA KIMIKA INDUSTRIEN ARTEKOA IZAN BAINA AURREKO EPIGRAFEETAN ZEHA 
ESP,48,161710,EHUNEZKO ZUNTZ GORDINEN ETA EKOIZKIN ERDIGERTUTUEN HANDIZKAKO MERKATARITZA 
ESP,48,161720,GORDINETAKO LARRU ETA LARRUAZALEN HANDIZKAKO MERKATARITZA 
ESP,48,161730,ZUR KORTXOEN HANDIZKAKO MERKATARITZA 
ESP,48,161740,ERAIKINTZA ETA BEIRAGINTZAKO MATERIAL ETA INSTALAZIOGAIEN HANDIZKAKO MERKATARI 
ESP,48,161750,ZUR ETA METALERAKO MAKINERIAREN HANDIZKAKO MERKATARITZA 
ESP,48,161760,NEKAZAL MAKINERIAREN HANDIZKAKO MERKATARITZA 
ESP,48,161770,EHUN MAKINERIAREN HANDIZKAKO MERKATARITZA 
ESP,48,161780,BULEGOKO MATERIAL MAKINEN HANDIZKAKO MERKATARITZA 
ESP,48,161790,INDUSTRIEN ARTEKOA IZAN (MEATZARITZA ETA KIMIKA EZIK) BAINA AURREKO ATALETAN B 
ESP,48,161810,MERKATARI ESPORTATZAILEAK (MERKATALGAI MOTA GUZTIEN ESPORTAZIOA) 
ESP,48,161820,"MERKATALGAI GUZTIEN HANDIZKAKO MERKATARITZA, ALDE ETA GORDAILU FRANKOETAN BER "
ESP,48,161910,JOSTAILU ETA KIROLGAIEN HANDIZKAKO MERKATARITZA 
ESP,48,161920,"MEDIKUNTZA, ORTOPEDIA, OPTIKA ETA ARGAZKIGINTZAKO APARATU ETA TRESNEN HANDIZKA "
ESP,48,161930,"METAL BITXI, HARRIBITXIGINTZA, BISUTEGINTZA ETA ERLOJUGINTZAKO GAIEN HANDIZKA "
ESP,48,161940,PAPER ETA KARTOIZKO EKOIZKINEN HANDIZKAKO MERKATARITZA 
ESP,48,161950,"PAPERGAI ETA IDAZGUKO GAIEN, MARRAZKIGINTZA ETA ARTE EDERRETAKO GAIEN HANDIZK "
ESP,48,161960,"LIBURU, EGUNKARI ETA ALDIZKARIEN HANDIZKAKO MERKATARITZA "
ESP,48,161970,ZEHAZTASUN ETA NEURRI- TRESNEN ETA ANTZEKOEN HANDIZKAKO MERKATARITZA 
ESP,48,161980,ABEREN SALEROSKETA 
ESP,48,161990,BESTELAKO ATALETAN BILDU EZ DIREN EKOIZKINEN HANDIZKAKO MERKATARITZA 
ESP,48,162100,TXATARRA ETA BURDINAZKO ETA EZ BURDINAZKO HONDAKIN METALEN MERKATARITZA 
ESP,48,162200,BERRESKURAKETAKO BESTELAKO EKOIZKINEN HANDIZKAKO MERKATARITZA 
ESP,48,162300,HONDAKINEN BERRESKURAKETA ETA MERKATARITZA ESTABLEZIMENDU IRAUNKORRETIK KANPO 
ESP,48,163100,MERKATARITZAKO BITARTEKARIAK 
ESP,48,164100,"FRUITA, BARAZKI, ORTUARI ETA TUBERKULUEN TXIKIZKAKO MERKATARITZA "
ESP,48,164210,"HARAGI ETA HONDAKINEN; HARAGIGAI ETA HARAGIKI GERTUTUEN, ARRAULTZE, HEGAZTI, A "
ESP,48,164220,"HARATEGI URDAITEGIETAN EGITEN DEN HARAGI FRESKO ETA IZOZTUEN, HONDAKIN ETA HAR "
ESP,48,164230,"HARATEGI URDAITEGIETAN EGITEN DEN HARAGI FRESKO ETA IZOZTUEN, HONDAKIN, HARAKI "
ESP,48,164240,"HARATEGIETAN EGITEN DEN HARAGI FRESKO ETA IZOZTUEN, HONDAKIN ETA HARAGIGAI ETA "
ESP,48,164250,"ARRAULTZE, HEGAZTI, ABELETXEKO UNTXI, EHIZIEN ETA BERAIEN EKOIZKIN ERATORRIEN "
ESP,48,164260,"HONDAKIN SALTOKIETAN EGITEN DEN ABASTUKO ANIMALIEN, FRESKO ETA IZOZTUEN ERRAI "
ESP,48,164310,ARRAINEN ETA ARRANTZA ETA URZANTZAKO BESTE EKOIZKINEN ETA BARRASKILOEN TXIKIZK 
ESP,48,164320,BAKAILU ETA GAZIDURAKO BESTE ARRAIN BATZUREN TXIKIZKAKO MERKATARITZA 
ESP,48,164410,"OGI, GOZOKI, KONFITE ETA ANTZEKOEN BAITA ESNE ETA ESNEKIEN TXIKIZKAKO MERKATAR "
ESP,48,164420,"OGI, OGI BEREZI ETA OPILEN SALMENTAK "
ESP,48,164430,"GOZOKIGINTZA, OPILGINTZA ETA KONFITEGINTZAKO EKOIZKINEN TXIKIZKAKO MERKATARIT "
ESP,48,164440,IZOZKIEN TXIKIZKAKO MERKATARITZA 
ESP,48,164450,BONBOI ETA KARAMELUEN TXIKIZKAKO MERKATARITZA 
ESP,48,164460,"ORE FRIJITU, ESTALIEN EDOTA ESTALKABEEN NAHIZ BARRUBETEEN, PATATA FRIJITUEN, "
ESP,48,164500,MOTA GUZTIETAKO ARDO ETA EDARIEN TXIKIZKAKO MERKATARITZA 
ESP,48,164610,"MOTA ETA ERA GUZTIETAKO TABAKO BARIETATEEN TXIKIZKAKO MERKATARITZA, SALTOKI O "
ESP,48,164620,SALTOKI NAGUSIETAKO ZABALKUNDE IRAGANKORRETAKO MOTA ETA ERA GUZTIETAKO TABAKO- 
ESP,48,164630,"MOTA GUZTIETAKO TABAKO-BARIETATEEN TXIKIZKAKO MERKATARITZA, GEHIGARRI IZAERAZ "
ESP,48,164640,"MERKATAL ESTABLEZIMENDUEK, ERREKARGUKO SALMENTARAKO BAIMEN-ERREGIMENEAN, EGITE "
ESP,48,164651,"UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA "
ESP,48,164652,"ESTATUAREN KUOTA, MAKINAREN TITULARRARI DAGOKIONA "
ESP,48,164660,"MOTA ETA ERA GUZTIETAKO TABAKO BARIETATEEN TXIKIZKAKO MERKATARITZA, SALMENTARA "
ESP,48,164670,BAIMEN BEREZIEN JABE DIREN MINUSBALIODUN FISIKOEK EGITEN DUTEN TABAKO-BARIETAT 
ESP,48,164680,ERRETZAILEENTZAKO GAIEN TXIKIZKAKO MERKATARITZA 
ESP,48,164710,"MOTA GUZTIETAKO JANGAI ETA EDARIEN TXIKIZKAKO MERKATARITZA, SALTZAILEDUN ESTAB "
ESP,48,164720,"MOTA GUZTIETAKO JANGAI ETA EDARIEN TXIKIZKAKO MERKATARITZA, AUTOZERBITZUKO ER "
ESP,48,164730,SUPERZERBITZUETAN EGITEN DEN MOTA GUZTIETAKO JANGAI ETA EDARIEN TXIKIZKAKO MER 
ESP,48,164740,SUPERMERKATUETAN EGITEN DEN MOTA GUZTIETAKO JANGAI ETA EDARIEN TXIKIZKAKO MERK 
ESP,48,164751,"UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA "
ESP,48,164752,"ESTATUAREN KUOTA, MAKINAREN TITULARRARI DAGOKIONA "
ESP,48,165110,"ETXERAKO EHUNGINTZAGAI ETA JANTZIGAIEN, ALFONBRA ETA ANTZEKOEN, BAITA TAPIZGI "
ESP,48,165120,GORPUTZ ETA BURURAKO MOTA GUZTIETAKO JANZKIEN TXIKIZKAKO MERKATARITZA 
ESP,48,165130,"ALKONDARA, MIHISE ETA KORTSEEN TXIKIZKAKO MERKATARITZA "
ESP,48,165140,PURTZILGINTZA ETA FARDELGINTZAKO GAIEN TXIKIZKAKO MERKATARITZA 
ESP,48,165150,JANZKI BEREZIEN TXIKIZKAKO MERKATARITZA 
ESP,48,165160,"ZAPATA, LARRUAZALGAI ETA IMITAZIOGAI NAHIZ ORDEZKO EKOIZKIN, GERRIKO, KARTERA "
ESP,48,165170,LARRUKIGINTZAKO JANTZIEN TXIKIZKAKO MERKATARITZA 
ESP,48,165210,"FARMAZIAK: BOTIKA, SANITATE ETA NORBERE HIGIENERAKO EKOIZKINEN MERKATARITZA "
ESP,48,165220,"DROGAGINTZA, LURRINGINTZA ETA KOSMETIKA, GARBIKETAKO GAIEN, PINTURA, BERNIZ, . "
ESP,48,165230,LURRINGINTZA ETA KOSMETIKAKO EKOIZKIN ETA NORBERE HIGIENE ETA GARBIKETARAKO . 
ESP,48,165240,BELARDENDETAKO LANDARE ETA BELARREN TXIKIZKAKO MERKATARITZA 
ESP,48,165310,ALTZARIEN TXIKIZKAKO MERKATARITZA (BULEGOKOAK EZIK) 
ESP,48,165320,"MATERIAL APARATU ELEKTRIKO, ELEKTRONIKOEN ETA ELEKTRATRESNEN, ARGINDARRA EZ . "
ESP,48,165330,"APAINDURA, OPARI ETA ERAKARGARRITASUNEKO TRESNA ETA BURDINKIEN TXIKIZKAKO MER "
ESP,48,165340,ERAIKINTZAKO MATERIALEN ETA SANEAMENDUKO GAI ETA ALTZARIEN TXIKIZKAKO MERKATAR 
ESP,48,165350,"ATE, LEIHO ETA PERTSIANEN, MOLDURA ETA MARKOEN, OHOLTZA ETA PARKET MOSAIKOEN. "
ESP,48,165360,BIRKOLAIAZKO GAIEN TXIKIZKAKO MERKATARITZA 
ESP,48,165390,BESTELAKO ATALETAN BILDU EZ DIREN ETXEKO EKIPAMENDURAKO GAIEN TXIKIZKAKO MERKA 
ESP,48,165410,LURGAINEKO IBILGAILUEN TXIKIZKAKO MERKATARITZA 
ESP,48,165420,LURGAINEKO IBILGAILUETARAKO ALDAGAILU ETA ORDEZKAIEN TXIKIZKAKO MERKATARITZA 
ESP,48,165430,AIREZKO IBILGAILUEN TXIKIZKAKO MERKATARITZA 
ESP,48,165440,IBAI ITSASOETAKO IBILGAILU BELADUN NAHIZ MOTOREDUNEN ETA KIROLETARAKOEN TXIKIZ 
ESP,48,165450,"MOTA GUZTIETAKO MAKINERIAREN TXIKIZKAKO MERKATARITZA (ETXEKO APARATUAK, BULEG. "
ESP,48,165460,"NOLANAHIKO IBILGAILUTARAKO GURPILAZAL, BANDA EDO BANDAI ETA AIRE KAMAREN . "
ESP,48,165510,"MOTA GUZTIETAKO ERREGAIEN TXIKIZKAKO MERKATARITZA, GAS ETA KARBURAGAIAK EZIK "
ESP,48,165520,MOTA GUZTIETAKO GAS ERREGAIEN TXIKIZKAKO MERKATARITZA 
ESP,48,165530,IBILGAILUEN HORNIDURARAKO ERREGAIEN ETA OLIO ETA KOIPE LABAINGAIEN TXIKIZKAKO 
ESP,48,165540,EREMU PRIBATUAN IBILGAILU ELEKTRIKOETARAKO ENERGIA BIRKARGATZEKO ZERBITZUAK 
ESP,48,165550,EREMU PUBLIKOAN IBILGAILU ELEKTRIKOETARAKO ENERGIA BIRKARGATZEKO ZERBITZUAK 
ESP,48,165600,"ONDASUN ERABILIEN TXIKIZKAKO MERKATARITZA: ALTZARIAK, JANTZIAK ETA ETXEAN . "
ESP,48,165700,OROTARIKO MUSIKATRESNEN ETA BERAUEN ALDAGAILUEN TXIKIZKAKO MERKATARITZA 
ESP,48,165910,"BILDUMAGILEENTZAKO ZIGILU, MONETA, OROIDOMINA ETA BILETEEN, ARTELAN ETA AINTZI "
ESP,48,165920,BULEGOKO ALTZARIEN ETA BULEGOKO MAKINA EKIPOEN TXIKIZKAKO MERKATARITZA 
ESP,48,165930,"MEDIKUNTZA, ORTOPEDIA, OPTIKA ETA ARGAZKIGINTZAKO APARATU ETA TRESNEN TXIKIZKA "
ESP,48,165940,"LIBURU, ALDIZKARI, PAPERGINTZA ETA IDAZGUKO GAI ETA MARRAZKIGINTZA ETA ARTE ED "
ESP,48,165950,"HARRIBITXIGINTZA, ERLOJUGINTZA, ZILARGINTZA ETA BISUTEGINTZAKO GAIEN TXIKIZKAK "
ESP,48,165960,"JOSTAILU, KIROLGAI, KIROL JANZKI, ZAPATA ETA BURU APAINGAILU, ARMA, KARTUTXO "
ESP,48,165970,"HAZI, ONGARRI, LORE ETA LANDAREEN, BAITA ANIMALIA TXIKIEN TXIKIZKAKO MERKAT "
ESP,48,165980,#¿NOMBRE? 
ESP,48,165990,NAGUSITASUNIK GABEKO ZENBAIT EKOIZKINEN ETA ELKARTZE HONETAN ZEHAZTU GABEKO BE 
ESP,48,166110,"EROSTETXE HANDIETAKO MERKATARITZA, EROSTETXE HANDITZAT HAINBAT SAILETAN AURKE "
ESP,48,166120,"HIPERMERKATUETAKO MERKATARITZA, HIPERMERKATUTZAT NAGUSIKI AUTOZERBITZUAN SALM "
ESP,48,166130,"EROSTETXE ARRUNTETAKO MERKATARITZA, EROSTETXE ARRUNTZAT AUTOZERBITZUAN NAHIZ . "
ESP,48,166190,"AZALERA HANDIETAN INTEGRATUTAKO EDO BESTE MERKATARITZA MISTO BAT, HAU DA, JENDEARENTZAKO ERAKUSKETARAKO ETA SALMENTARAKO 2.500 M² EDO GEHIAGOKO AZALERA ERABILGARRIA DUTEN ESTABLEZIMENDUETAN MODU ESPEZIALIZATUAN EGINDAKOA "
ESP,48,166210,KONTSUMO EKONOMATU ETA KOOPERATIBETAKO ARTIKULU MOTA GUZTIEN TXIKIZKAKO MERKA 
ESP,48,166220,661. TALDEAN ETA 662.1. EPIGRAFEAN ZEHAZTU IZAN DIREN ESTABLEZIMENDUEZ EZ BEST 
ESP,48,166310,"MERKATAL ESTABLEZIMENDU IRAUNKORRETIK KANPOKO ELIKADURAGAIEN, EDARIAK ETA IZO "
ESP,48,166320,MERKATAL ESTABLEZIMENDU IRAUNKORRETIK KANPOKO EHUNGAIEN ETA JANTZIGAIEN TXIKIZ 
ESP,48,166330,"MERKATAL ESTABLEZIMENDU IRAUNKORRETIK KANPOKO ZAPATA, LARRUAZAL ETA LARRUAZAL "
ESP,48,166340,MERKATAL ESTABLEZIMENDU IRAUNKORRETIK KANPOKO DROGAGINTZA ETA KOSMETIKAKO GAI 
ESP,48,166390,MERKATAL ESTABLEZIMENDUTIK KANPOKO BESTELAKO ATALETAN EZ BILDUTAKO BESTE MERK 
ESP,48,166411,"UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA "
ESP,48,166412,"ESTATUAREN KUOTA, BITRINEN TITULARRARI DAGOKIONA "
ESP,48,166420,IBILGAILU ELEKTRIKOAK KARGATZEKO PUNTUAK
ESP,48,166491,"UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA "
ESP,48,166492,"ESTATUAREN KUOTA, APARAILUEN JABEARI DAGOKIONA "
ESP,48,166500,POSTAZKO EDO PRODUKTU EZBERDINEN KATALOGOAREN BIDEZKO MERKATARITZA 
ESP,48,167110,BOST SARDESKAKOAK 
ESP,48,167120,LAU SARDESKAKOAK 
ESP,48,167130,HIRU SARDESKAKOAK 
ESP,48,167140,BI SARDESKAKOAK 
ESP,48,167150,SARDESKA BATEKOAK 
ESP,48,167210,HIRU KIKARAKOAK 
ESP,48,167220,BI KIKARAKOAK 
ESP,48,167230,KIKARA BATEKOAK 
ESP,48,167310,KATEGORIA BEREZIKOAK 
ESP,48,167320,BESTELAKO KAFETEGI ETA TABERNAK 
ESP,48,167410,TRAKZIO MEKANIKOZKO IBILGAILUETAKO ZERBITZUA 
ESP,48,167420,EDOZEIN MOTATAKO TRENBIDEETAKO ZERBITZUA 
ESP,48,167430,ITSASUNTZIETAKO ZERBITZUAK 
ESP,48,167440,AEROUNTZIETAKO ZERBITZUAK 
ESP,48,167450,"SOZIETATE, ZIRKULO, KASINO, KLUB ETA ANTZEKO ESTABLEZIMENDUETAKO ZERBITZUAK "
ESP,48,167460,IKUSKIZUNAK IRAUN BITARTEAN BAKARRIK ZABALIK DAUDEN ANTZOKI ETA GAINERAKO IKUS 
ESP,48,167470,TARIFA HAUETAKO 1. ATAL HONETAKO 989.3. EPIGRAFEAN SAILKATURIKO FERIA-PARKE. 
ESP,48,1675100,"KIOSKOETAKO, KUTXETAKO, BARRAKETAKO ZERBITZUAK AIRE ZABALEAN BIDE PUBLIKOAN"
ESP,48,1675101,"KIOSKOETAKO, KUTXETAKO, BARRAKETAKO ZERBITZUAK AIRE ZABALEAN BIDE PUBLIKOAN (MERKATUA EDO AZOKA-PLAZA)"
ESP,48,167520,"ESTABLEZIMENDU IRAUNKORRAK EZ DIREN OSTATUETAKO ZERBITZUGINTZA, TXOZNAK "
ESP,48,167600,"TXOKOLATEGI, IZOTZDENDA ETA ORTXATADENDETAKO ZERBITZUAK "
ESP,48,167710,"67 ETA 68. ELKARTZEETAKO 671, 672, 673, 681 ETA 682. TALDEETAN SAILKATUTAKO ES "
ESP,48,167790,JATETXEGINTZARI BEREZKOAK ZAIZKION BESTE ELIKADURA ZERBITZU BATZU 
