codpais,idprovincia,iae,descripcion
ESP,48,168100,HOTEL ETA MOTELETAKO OSTALARITZA ZERBITZUA 
ESP,48,168200,OSTATETXE ETA PENTSIOETAKO OSTALARITZA ZERBITZUAK 
ESP,48,168310,OSTATUETXE ETA OSTALIERRETXEETAKO OSTALARITZA ZERBITZUA 
ESP,48,1683200,NEKAZAL OSTATU TURISTIKOAK (NEKAZARITZA ERREGIMEN ERRAZTUA)
ESP,48,1683201,NEKAZAL OSTATU TURISTIKOAK (NEKAZARITZAKOA EZ DEN ERREGIMEN ERRAZTUA)
ESP,48,168400,HOTEL-APARTAMENDUETAKO OSTALARITZA ZERBITZUA 
ESP,48,168500,HOTELEZKANPOKO ALOJAMENDU TURISTIKOAK 
ESP,48,168600,AGENTZIA NAHIZ ENPRESA ANTOLATUAREN BITARTEZKO APARTAMENTU PRIBATUEN USTIAPENA 
ESP,48,168710,LUXUZKO KANPALEKUAK 
ESP,48,168720,LEHEN MAILAKO KANPALEKUAK 
ESP,48,168730,BIGARREN MAILAKO KANPALEKUAK 
ESP,48,168740,HIRUGARREN MAILAKO KANPALEKUAK 
ESP,48,169110,ETXEBIZITZARAKO ELEKTRAGAIEN KONPONKETA 
ESP,48,169120,"IBILGAILU AUTOMOBIL, BIZIKLETA ETA BESTELAKO IBILGAILUEN KONPONKETA "
ESP,48,1691900,BESTELAKO ATALETAN BILDU GABEKO BESTE KONTSUMOGAIEN KONPONKETA (ZAPATAK IZAN EZIK)
ESP,48,1691901,BESTELAKO ATALETAN BILDU GABEKO BESTE KONTSUMOGAIEN KONPONKETA (ZAPATAK)
ESP,48,169200,INDUSTRI MAKINERIAREN KONPONKETA 
ESP,48,169900,BESTELAKO ATALETAN BILDU EZ DIREN BESTE KONPONKETA BATZU 
ESP,48,171100,TRENBIDE ARRUNTEZKO GARRAIOA 
ESP,48,171200,TRENBIDE ESTUZKO GARRAIOA 
ESP,48,172110,TALDEKADO HIRI GARRAIOA 
ESP,48,172120,AUTOTAXIZKO GARRAIOA 
ESP,48,172130,BIDAIARIEN ERREPIDEZKO GARRAIOA 
ESP,48,172140,AMBULANTZIAK 
ESP,48,172200,MERKATALGAIEN ERREPIDEZKO GARRAIOA 
ESP,48,172900,BESTELAKO ATALETAN BILDU EZ DIREN LURGAINEKO GARRAIOAK 
ESP,48,173110,BIDAIARIEN NAZIOARTEKO ITSAS GARRAIOA 
ESP,48,173120,MERKATALGAIEN NAZIOARTEKO ITSAS GARRAIOA 
ESP,48,173200,GORDINKIN ETA GASEN ITSAS GARRAIOA 
ESP,48,173310,BIDAIARIEN KABOTAIA ETA BARRUKO BIDE NABIGAGARRIETATIKO GARRAIOA 
ESP,48,173320,MERKATALGAIEN KABOTAIA ETA BARRUKO BIDE NABIGAGARRIETATIKO GARRAIOA 
ESP,48,173330,"ALDAUNTZI, FERRYBOAT-AK ETA ANTZEKOAK "
ESP,48,173340,JET-FOIL ETA ANTZEKOEN BIDEZKO BIDAIARIEN ITSAS GARRAIOA 
ESP,48,174110,BIDAIARIEN AIREZKO NAZIO BARRUKO GARRAIOA (ZERBITZU ERREGULARRAK) 
ESP,48,174120,MERKATALGAIEN AIREZKO NAZIO BARRUKO GARRAIOA (ZERBITZU ERREGULARRAK) 
ESP,48,174130,BIDAIARIEN AIREZKO NAZIOARTEKO GARRAIOA (ZERBITZU ERREGULARRAK) 
ESP,48,174140,MERKATALGAIEN AIREZKO NAZIOARTEKO GARRAIOA (ZERBITZU ERREGULARRAK) 
ESP,48,174210,BIDAIARIEN AIREZKO NAZIO BARRUKO GARRAIOA (ZERBITZU EZ-ERREGULARRAK) 
ESP,48,174220,MERKATALGAIEN AIREZKO NAZIO BARRUKO GARRAIOA (ZERBITZU EZ-ERREGULARRAK) 
ESP,48,174230,BIDAIARIEN AIREZKO NAZIOARTEKO GARRAIOA (ZERBITZU EZ-ERREGULARRAK) 
ESP,48,174240,MERKATALGAIEN AIREZKO NAZIOARTEKO GARRAIOA (ZERBITZU EZ-ERREGULARRAK) 
ESP,48,175110,APARKALEKUEN USTIAPENA 
ESP,48,175120,"AUTOESTRATA, ERREPIDE, ZUBI ETA BIDESARIPEKO TUNELEN USTIAPENA "
ESP,48,175130,IBILGAILUEN ZAINTZA ETA JAGOTZA ORUBEETAN EDO LUR ERAIKINBAKOETAN 
ESP,48,175140,"AUTOESTRATA, ERREPIDE, ZUBI ETA BIDESARIPEKO TUNELEN USTIAPENA "
ESP,48,175150,IBILGAILUEN KOIPEZTAKETA ETA GARBIKETA 
ESP,48,175160,MERKATARITZA-GAIEN ZAMAKETA ETA HUSTUKETAKO ZERBITZUAK 
ESP,48,175210,PILOTU ETA LEMAZAINEN ZERBITZUAK PORTUETAN 
ESP,48,175220,BATZUETATIK BESTEETARAKO UNTZIALDAKETA ZERBITZUA 
ESP,48,175230,UNTZIETARAKO ATOI ZERBITZUA 
ESP,48,175240,"UNTZIKOA EZ DEN PERTSONALAK BURUTUTAKO GARBIKETA, DESINFEKTAKETA ETA ANTZEKO "
ESP,48,175250,UNTZIEN SALBAMENDU ETA BERRESKURAKETA ZERBITZUAK 
ESP,48,175260,UNTZIEN ZAMAKETA ETA HUSTUKETA ZERBITZUAK 
ESP,48,175270,"PORTU, KANAL, EUSTARRI ETA ABARRETAKO USTIAPEN ETA MANTENIMENDU ZERBITZUAK "
ESP,48,175280,ITSASO ETA ITSASALDEKO SEINALE ZERBITZUA 
ESP,48,175310,AIREZKO GARRAIO LINEETAKO TERMINALAK AIREPORTUETAN 
ESP,48,175320,AIREPORTUETAKO HEGALDI-KONTROLERAKO ZERBITZUAK 
ESP,48,175330,HANGARE ETA AIREUNTZIEN ESTAZIONAMENDU ZERBITZUAK 
ESP,48,175340,"AIREUNTZIEN ATOIKETA, GARBIKETA ETA MANTENIMENDU ZERBITZUAK "
ESP,48,175350,AIREPORTUEN OSOKO USTIAPENA 
ESP,48,175390,BESTE ATALETAN BILDU EZ DIREN ETA AIREZKO GARRAIOAREN ONDOKOAK DIREN BESTE ZE 
ESP,48,175410,GORDAILUAK ETA BILTEGI OROKORRAK 
ESP,48,175420,IBILGAILUEN GORDAILU ETA BILTEGIAK 
ESP,48,175430,ZILO ETA BIKORRETARAKO BESTE BILTEGI BATZU 
ESP,48,175440,HOZKELAK 
ESP,48,175450,LIKIDOEN BILTEGI ETA GORDAILUAK 
ESP,48,175460,ALTZARI GORDAILUAK 
ESP,48,175490,BESTE ATALETAN BILDU EZ DIREN BESTE GORDAILU ETA BILTEGI BEREZI BATZU 
ESP,48,175500,BIDAI AGENTZIAK 
ESP,48,175600,GARRAIOAREN IHARDUERA LAGUNGARRI ETA OSAGARRIAK (GARRAIOKO BITARTEKOAK) 
ESP,48,175700,ETXALDAKETA ZERBITZUAK 
ESP,48,176110,TELEFONIA FINKOAREN ZERBITZUA
ESP,48,176120,TELEFONIA MUGIKORREKO ZERBITZUA
ESP,48,176900,TELEKOMUNIKAZIOKO BESTE ZERBITZU BATZU 
ESP,48,181100,BANKA 
ESP,48,181200,AURREZKI KUTXAK 
ESP,48,181910,KREDITU ERAKUNDEAK 
ESP,48,181920,KREDITU ERAKUNDE FINANZIEROAK 
ESP,48,181930,KREDITU ERAKUNDE FINANZIEROAK (KREDITU ETA MAILEGUAK) 
ESP,48,181940,KREDITU ERAKUNDE FINANZIEROAK (FACTORING) 
ESP,48,181950,FINANTZ ERRENTAMENDU EDO -LEASING-A EGITEN DUTEN ENTITATEAK 
ESP,48,181960,MONETA TRUKATZEKO ENTITATEAK 
ESP,48,181990,BESTE ATALETAN BILDU EZ DIREN BESTE ZENBAIT FINANTZ ENTITATE 
ESP,48,182100,BIZITZA ETA KAPITALIZAZIOAREN ENTITATE ASEGURATZAILEAK 
ESP,48,182200,ERITASUN ETA ZENBAIT ARRISKUREN ENTITATE ASEGURATZAILEAK 
ESP,48,182300,"BESTELAKO ENTITATE ASEGURATZAILEAK (MONTEPIOAK, PENTSIO KUTXAK, ETAB.) "
ESP,48,183110,"BALORE HIGIEZINEN EROSKETA, SALMENTA ETA KONTRATAZIO ZERBITZUAK "
ESP,48,183120,PRODUKTUEN KONTRATAZIOAREN FINANTZ ZERBITZUAK 
ESP,48,183130,BANKA-KONPENTSAZIO ZERBITZUAK 
ESP,48,183190,BANKA-KONPENTSAZIO ZERBITZUAK 
ESP,48,183210,ASEGURU AGENTZIAK ETA ASEGURU ARTEKARITZAK 
ESP,48,183220,ASEGURUETAKO TASAZIO ETA TARIFAK EGITEKO ZERBITZUAK 
ESP,48,183290,BESTE ATALETAN BILDU EZ DIREN ASEGURUETAKO ZERBITZU LAGUNTZAILEAK 
ESP,48,183311,SALGAI JARRITAKO LURREN - KUOTA FINKOA 
ESP,48,183321,SALGAI JARRITAKO ERAIKUNTZEN -KUOTA FINKOA 
ESP,48,183400,HIGIEZINEN JABETZA ETA INDUSTRI JABETZAREN INGURUKO ZERBITZUAK 
ESP,48,184100,ZERBITZU JURIDIKOAK 
ESP,48,184200,FINANTZ ETA KONTABILITATE ZERBITZUAK 
ESP,48,184310,"ZERBITZU TEKNIKOAK (INGENIARITZA, ARKITEKTURA, HIRIGINTZA, ETAB.) "
ESP,48,184320,ARKITEKTURA ETA HIRIGINTZAKO ZERBITZU TEKNIKOAK 
ESP,48,184330,GEOLOGI AZTERLAN ETA IKERLANETAKO ZERBITZU TEKNIKOAK 
ESP,48,184340,TOPOGRAFIAKO ZERBITZU TEKNIKOAK 
ESP,48,184350,DELINEAKETAKO ZERBITZU TEKNIKOAK 
ESP,48,184360,IBILGAILUEN AZTERKETA TEKNIKOA 
ESP,48,184390,BESTE ATALETAN BILDU EZ DIREN ZERBITZU TEKNIKOAK 
ESP,48,184400,"PUBLIZITATE, HARREMAN PUBLIKO ETA ANTZERAKO ZERBITZUAK "
ESP,48,184500,GAINONTZEKOEN KONTURAKO USTIAPEN ELEKTRONIKOA 
ESP,48,184600,MERKATUARI BURUZKO AZTERLANETAKO ENPRESAK 
ESP,48,184700,ITAUN ENPRESAK 
ESP,48,184810,POSTA ETA TELEKOMUNIKAZIOETAKO ZERBITZU INTEGRALAK
ESP,48,184820,"BULEGO-ZERBITZU MALGUAK, COWORKING-A, ETA NEGOZIO-ZENTROAK"
ESP,48,184910,BESTE ATALETAN BILDU EZ ETA ENPRESEI ESKAINITAKO ZERBITZUAK 
ESP,48,184920,"IDAZKI, PLANO ETA AGIRIEN BERREGINTZAKO MEKANOGRAFI, TAKIGRAFI ZERBITZUAK "
ESP,48,184930,ITZULPEN ZERBITZUAK ETA ANTZEKOAK 
ESP,48,184940,ITZULPEN ZERBITZUAK ETA ANTZEKOAK 
ESP,48,1849501,MATALGO ZERBITZUAK 
ESP,48,1849502,NORBERAREN BITARTEKOAK ERABILTZEN DITUZTEN MEZULARITZA ZERBITZUEN GARRAIOA 
ESP,48,184960,PERTSONALAREN ENPLEGAKETA ETA HORNIDURA ZERBITZUAK 
ESP,48,184970,ADMINISTRAZIO KUDEAKETAKO ZERBITZUAK 
ESP,48,184980,ASKOTARIKO ZERBITZU TRINKOAK PERTSONALEAN 
ESP,48,184990,BESTE ATALETAN BILDU EZ DIREN ZERBITZU INDEPENDIENTEAK 
ESP,48,185100,NEKAZAL MAKINERIA ETA EKIPOAREN ALOGERA (PERTSONAL IRAUNKORRIK GABE) 
ESP,48,185200,NEKAZAL MAKINERIA ETA EKIPOAREN ALOGERA (PERTSONAL IRAUNKORRIK GABE) 
ESP,48,185300,NEKAZAL MAKINERIA ETA EKIPOAREN ALOGERA (PERTSONAL IRAUNKORRIK GABE) 
ESP,48,185410,GIDARIRIK GABEKO AUTOMOBILEN ALOGERA 
ESP,48,185420,"AUTOMOBIL ALOGERA, GIDARI GABE, RENTING MODALITATEAN "
ESP,48,185510,MOTA OROTAKO AIREUNTZIEN ALOGERA 
ESP,48,185520,URTZIEN ALOGERA 
ESP,48,185530,BIZIKLETEN ALOGERA 
ESP,48,185590,BESTE ATALETAN BILDU EZ DIREN GARRAIOBIDEEN ALOGERA 
ESP,48,185610,KONTSUMOKO ONDASUNEN ALOGERA 
ESP,48,185620,BIDEOKO FILMEEN ALOGERA 
ESP,48,185710,"BASKULA, BALANTZA ETA PISATU ETA NEURTZEKO GAINERAKO APARATUEN ALOGERA, NEURRI "
ESP,48,185720,NEURRIRAKO PISAKETA ZERBITZUA APARATUAREN ALOGERARIK GABE 
ESP,48,185730,AUTOMOBILETARAKO ZENBAKAILUEN ALOGERA 
ESP,48,185740,"ELEKTRAENERGIA, GAS ETA UR ZENBAKAILUEN ALOGERA, IRAKURKETA ETA ARTAPENA "
ESP,48,185750,"ELEKTRAENERGIA, GAS ETA UR ZENBAKAILUEN GOREN MUGAKO IRAKURKETA ETA ARTAPENA "
ESP,48,185760,"GASAREN ZENBALAILUEN ALOGERA, IRAKURKETA ETA ARTAPENA "
ESP,48,185770,"GASAREN ZENBALAILUEN GOREN MUGAKO ALOGERA, IRAKURKETA ETA ARTAPENA "
ESP,48,185780,"URAREN ZENBAKAILUEN ALOGERA, IRAKURKETA ETA ARTAPENA "
ESP,48,185790,"URAREN ZENBALAILUEN GOREN MUGAKO ALOGERA, IRAKURKETA ETA ARTAPENA "
ESP,48,1859001,BESTE ATALETAN BILDU EZ DIREN ONDASUN HIGIGARRIEN ALOGERA (PERTSONAL IRAUNKORR 
ESP,48,1859002,NEGOZIOEN ALOGERA 
ESP,48,186110,ETXEBIZITZEN ALOGERA 
ESP,48,186120,INDUSTRI LOKALEN ALOGERA ETA BESTE ATALETAN BILDU EZ DIREN BESTE ZENBAIT ALOGE 
ESP,48,186200,LANDA-ONDASUN HIGIEZINEN ALOGERA 
ESP,48,191100,NEKAZAL ETA ABELTZANTZAZKO ZERBITZUAK 
ESP,48,191200,OIHAN ZERBITZUAK 
ESP,48,192110,"KALE, BIDE PUBLIKO ETA LORATEGIEN GARBIKETA ZERBITZUAK "
ESP,48,192120,ZARAMA ETA HONDAKINEN BILKETA ZERBITZUAK 
ESP,48,192130,ZIZANIEN DESAGERTARAZPENA ETA EDOZEIN MOTATAKO DESINFEKTAKETA 
ESP,48,192140,"ESTOLDERIA, HONDAKIN UREN EBALUAKETA ETA ARAZKETA ZERBITZUA "
ESP,48,192150,ZARAMA ETA HONDAKINEN ERRAUSKETA ETA DESAGERTARAZPEN ZERBITZUAK 
ESP,48,192160,"INGURUGIRO BABES ETA GIROKETA ZERBITZUAK: HOTS, DARDARAZO, KUTSADURA ETA ABAR "
ESP,48,192170,SUTEEN AURKAKO ETA ISTRIPUEKIKO BABES ZERBITZUAK 
ESP,48,192180,KANPOSANTUEN ADMINISTRAZIO ZERBITZUAK 
ESP,48,192190,BESTELAKO ATALETAN EZ BILDUTAKO SANEAMENDU ZERBITZUAK ETA ANTZEKOAK 
ESP,48,192200,GARBIKETA ZERBITZUAK 
ESP,48,193110,"ESKOLAURREKO HEZIKETAKO IRAKASKUNTZA, SOIL SOILIK "
ESP,48,193120,"OINARRIZKO HEZIKETAKO ETA/EDO D.B.H.KO IRAKASKUNTZA, BAKAR BAKARRIK. "
ESP,48,193130,"BATXILERGO, UNIBERTSITATERA BIDERATZEKO IKASTURTE, LANBIDE HEZIKETA ETA MAILA "
ESP,48,193140,AURREKO EPIGRAFEETAN BILDUTAKO MODALITATEETARIKO BAT BAINO GEHIAGOKO IRAKASKU 
ESP,48,193150,GOIMAILAKO HEZKUNTZAKO IRAKASKUNTZA 
ESP,48,193210,"LANBIDE HEZIKETA ETA TREBAKUNTZAKO, EZ GOIMAILAKOA, IRAKASKUNTZA "
ESP,48,193220,GOIMAILAKO LANBIDE HEZIKETA ETA TREBAKUNTZAKO IRAKASKUNTZA 
ESP,48,193310,"LURGAINEKO ETA URGAINEKO IBILGAILUAK, NAHIZ AERONAUTIKOAK, ETABAR GIDATZEKO IR "
ESP,48,193320,ATZERRIKO IKASTARO ETA IKASKETEN SUSTAPENA 
ESP,48,193390,"IRAKASKUNTZAKO BESTE IHARDUERA BATZU, BESTELAKO ATALETAN BILDU EZ DIRENAK, HA "
ESP,48,193400,ESTABLEZIMENDU IRAUNKORRETIK KANPOKO IRAKASKUNTZA 
ESP,48,193510,IKASTETXE NAGUSIAK ETA IKASLE EGOITZAK 
ESP,48,193520,IKASTETXE NAGUSIAK ETA IKASLE EGOITZAK 
ESP,48,193600,IKERKUNTZA ZIENTIFIKOA ETA TEKNIKOA 
ESP,48,194110,OSPITAL OROKORRAK 
ESP,48,194120,"GIZA MEDIKUNTZAKO OSPTITALAK, KLINIKAK ETA SENDATEGIAK "
ESP,48,194210,"ITAUNDEGI MEDIKOAK, SOROSTETXEAK, SANITATETEGIAK ETA PREMIAZKO ZENTRU KLINIKOA "
ESP,48,194220,BAINUETXEAK ETA BAINUTEGIAK 
ESP,48,194290,"INTERNADURIK GABEKO BESTELAKO SANITATE ZERBITZUAK, TALDE HONETAN EZ SAILKATUT "
ESP,48,194300,ESTOMATOLOGIA ETA ODONTOLOGIA ITAUNDEGIAK ETA KLINIKAK 
ESP,48,194400,"NATUROPATIA ZERBITZUAK, AKUPUNTURA ETA BESTE ZERBITZU PARASANITARIO BATZU "
ESP,48,194500,ABEL ITAUNDEGIA ETA KLINIKAK 
ESP,48,195100,"HAUR, GAZTE, MINUSBALIODUN FISIKO ETA ADINEKOENTZAKO EGOITZETAKO URGAZPENA ET "
ESP,48,195200,"HAUR, GAZTE, MINUSBALIODUN FISIKO ETA ADINEKOENTZAKO EGOITZETAKO URGAZPENA ETA "
ESP,48,196110,ZINE FILMEEN (BIDEOA BARNE) EKOIZPENA 
ESP,48,196120,"ZINE FILME NAHIZ ZINTEN (BIDEOENAK BARNE) BIKOIZKETA, SINKRONIZAZIOA ETA MUNT "
ESP,48,196130,"ZINE FILM NAHIZ ZINTEETARAKO ESZENAKO DEKORAZIOAK, BETI ERE ENPRESA EKOIZLEAK "
ESP,48,196210,"ZINE FILMEEN BANAKETA ETA SALMENTA, ZINTA MAGNETOSKOPIKOAREN EUSKARRIKO FILME "
ESP,48,196220,ZINTA MAGNETOSKOPIKOAREN EUSKARRIKO ZINE FILMEEN HANDIZKAKO BANAKETA ETA SALM 
ESP,48,196310,ZINE ETA BIDEO FILMEEN ERAKUSKETA 
ESP,48,196320,ZINE ETA BIDEO FILMEEN AIRE ZABALEKO ERAKUSKETAK 
ESP,48,196330,ZINE ETA BIDEO FILMEEN ESTABLEZIMENDU IRAUNKORRETIK KANPOKO ERAKUSKETAK 
ESP,48,196340,"AURREKO 963.1, 963.2 ETA 963.3. EPIGRAFEETAN ZEHAZTUTAKOEZ BESTELAKO ESTABLEZI "
ESP,48,196410,IRRATIHEDAPEN ZERBITZUAK 
ESP,48,196420,TELEBISTA ZERBITZUAK 
ESP,48,196430,TELEBISTA SEINALEEN LOTURA ETA TRANSMISIO ZERBITZUAK 
ESP,48,196510,ARETO ETA LOKALETAKO IKUSKIZUNAK (ZEZEN IKUSKIZUNAK IZAN EZIK) 
ESP,48,196520,AIRE ZABALEKO IKUSKIZUNAK (ZEZEN IKUSKIZUNAK IZAN EZIK) 
ESP,48,196530,ESTABLEZIMENDU IRAUNKORRETIK KANPOKO IKUSKIZUNAK (ZEZEN IKUSKIZUNAK IZAN EZIK) 
ESP,48,196540,IKUSKIZUNETAKO ENPRESAK 
ESP,48,196550,ZEZEN MUNDUKO IKUSKIZUNAK 
ESP,48,196610,BIBLIOTEKAK ETA MUSEOAK 
ESP,48,196620,"PARKE ZOOLOGIKOAK, LORATEGI BOTANIKOAK ETA ANTZEKOAK "
ESP,48,196690,BESTE KULTUR ZEBITZU BATZUK 
ESP,48,196710,KIROL INSTALAKUNTZAK 
ESP,48,196720,KIROL HOBEKUNTZARAKO ESKOLAK ETA ZERBITZUAK 
ESP,48,196730,KIROL INSTALAKUNTZETARAKO KIROL GAIEN ALOGERA 
ESP,48,196810,KIROL IKUSKIZUNAK EGITEKO INSTALAKUNTZAK 
ESP,48,196820,ANTOLATZAILEEN TITULARTASUNEKOAK EZ BESTELAKO INSTALAKUNTZETAKO KIROL IKUSKIZU 
ESP,48,196830,ESPAINIAR ETA AUTONOMIA-MAILAKO FEDERAKUNDE ETA KLUB EZ-PROFESIONALEK EGINDA. 
ESP,48,196910,DANTZA ARETOAK ETA DISKOTEGIAK 
ESP,48,196920,JOKO-KASINOAK 
ESP,48,196930,BINGO JOKOA 
ESP,48,1969411,"UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA "
ESP,48,1969412,"ESTATUAREN KUOTA, A MAKINAREN TITULARRARI DAGOKIONA "
ESP,48,1969421,"UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA "
ESP,48,1969422,"ESTATUAREN KUOTA, B MAKINAREN TITULARRARI DAGOKIONA "
ESP,48,1969431,"UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA "
ESP,48,1969432,"ESTATUAREN KUOTA, C MAKINAREN TITULARRARI DAGOKIONA "
ESP,48,1969441,"APUSTU MAKINAK. UDAL KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIENA "
ESP,48,1969442,"APUSTU MAKINAK. ESTATUAREN KUOTA, MAKINAREN TITULARRARI DAGOKIENA "
ESP,48,196950,"BILARRAK, MAHAIKO TENISA, BOLOAK ETA BESTE JOKO BATZU "
ESP,48,196960,JOLAS ETA JOKO ARETOAK 
ESP,48,196970,BESTE MAKINA AUTOMATIKO BATZUK 
ESP,48,197110,"EGINDAKO ARROPA ETA ETXEKO JANTZI ETA GAI ERABILIEN TINDAKETA, LEHORREKO GARBI "
ESP,48,197120,OINETAKOEN GARBIKETA ETA TINDAKETA 
ESP,48,197130,ARROPEN SAREZTAKETA ETA KONPONKETA 
ESP,48,197210,GIZON ETA EMAKUMEZKOENTZAKO ILEAPAINKETA ZERBITZUAK 
ESP,48,197220,EDERGINTZA ARETOAK ETA INSTITUTUAK 
ESP,48,197310,ARGAZKIGINTZA ZERBITZUAK 
ESP,48,197321,"UDALAREN KUOTA, ESTABLEZIMENDUAREN TITULARRARI DAGOKIONA "
ESP,48,197322,"ESTATUAREN KUOTA, MAKINAREN JABEARI DAGOKIONA "
ESP,48,197330,FOTOKOKIAGAILUEN BIDEZKO AGIRI KOPIAGINTZA ZERBITZUAK 
ESP,48,197400,ETXEKO ZERBITZUEN PRESTAKETA AGENTZIAK 
ESP,48,197500,MARKOZTATZE ZERBITZUAK 
ESP,48,197910,BESTELAKO ATALETAN EZ BILDUTAKO BESTE ZERBITZU PERTSONALAK 
ESP,48,197920,TENPLOEN ETA BESTE LOKAL BATZUREN APAINKETA 
ESP,48,197930,EZKONTZ AGENTZIAK ETA GIZARTE HARREMANETAKO BESTE ZERBITZU BATZU 
ESP,48,197940,ANIMALIEN HEZKUNTZA ETA ETXEKO ANIMALIENGANAKO ARRETAZKO BESTE ZERBITZU BATZU 
ESP,48,197990,BESTELAKO ATALETAN EZ BILDUTAKO BESTE ZERBITZU PERTSONALAK 
ESP,48,198110,"PARKE, GAZTELU, HAIZPE. KOBA ETABARRETAN JARRITAKO IKUSGARRIAK, NATURALAK NAHI "
ESP,48,198120,SARRERA ORDAINDU BEHARREKO JOLASTOKIAK 
ESP,48,198130,"IKUSKIZUNETAKO PARKEAK, IZAERA IRAUNKORREKOAK, URJOLASPARKEAK ETA ANTZEKOAK BA "
ESP,48,198210,ESTABLEZIMENDU IRAUNKORREKO TONBOLA ETA ZOZKETA BAIMENDUAK 
ESP,48,198220,ESTABLEZIMENDU IRAUNKORRETIK KANPOKO TONBOLA ETA ZOZKETA BAIMENDUAK 
ESP,48,198230,EZKOZKO IRUDIEN ERAKUSKETAK ESTABLEZIMENDU IRAUNKORRETAN 
ESP,48,198240,"AZOKA ETA BERBENEI DAGOZKIEN BEREZKO BESTELAKO IKUSKIZUNAK, ESTABLEZIMENDU IR "
ESP,48,198251,"KIROL APUSTUAK, LOTERIAK ETA BESTE JOKO BATZUK ANTOLATZEA ETA EGITEA "
ESP,48,198252,"ELAES SARE KOMETZIALEAN SARTUTA DAUDEN LOTERIA, KIROL APUSTUAK ETA BESTE JOKO "
ESP,48,198253,"ELAES BARIK BESTE ERAKUNDE BATZUEN MENPEKO LOTERIA, KIROL APUSTU ETA BESTE JOK "
ESP,48,198254,"KIROL APUSTUAK, BESTELAKO JOKOAK ETA ASKOTARIKO LOTERIAK JASOTZEKO BAIMEN DUTE "
ESP,48,198300,ARTISTEI KOLOKAZIOA BILATZEKO AJENTZIAK 
ESP,48,198910,JENDAURREKO IKUSKIZUNETAKO TXARTELEN LUZAPENA 
ESP,48,198920,"KONGRESU, BATZARRE ETA ANTZEKOEN ANTOLAKETA ZERBITZUAK "
ESP,48,198930,FERIA-PARKE EDO BARRUTIAK 
ESP,48,199100,HERRIALDEKO INDUSTRI GARAPENERAKO SOZIETATEEN ZERBITZUGINTZA 
ESP,48,199900,BESTELAKO ATALETAN BILDU EZ DIREN ZERBITZUAK 
ESP,48,201100,BIOLOGIA ZIENTZIETAKO DOKTOREAK ETA LIZENTZIADUNAK 
ESP,48,201200,NEKAZAL ETA BASO INGENIARIAK 
ESP,48,201300,ALBAITARIAK 
ESP,48,202100,"BIOLOGIA, NEKAZARITZA ETA OIHANLANGINTZAKO TEKNIKARIAK "
ESP,48,202200,NEKAZAL INGENIARI TEKNIKOAK ETA OIHAN INGENIARI TEKNIKOAK 
ESP,48,202300,TOPOGRAFIAZKO INGENIARI TEKNIKOAK 
ESP,48,202400,"ALBAITARITZAKO LAGUNTZAILEAK ETA URGAZLEAK (OILASKOEN SEXU IGERLEAK, IRENTZAIL "
ESP,48,209900,"NEKAZARITZA, ABELTZANTZA, EHIZA, .... ZERIKUSIRIK BESTE PROFESIONARIAK "
ESP,48,211100,"FISIKA ZIENTZIETAKO DOKTOREAK ETA LIZENTZIADUNAK, GEOFISIKA ZIENTZIETAKO DOKTO "
ESP,48,211200,MEATZE INGENIARIAK 
ESP,48,212100,KIMIKA ZIENTZIETAKO DOKTOREAK ETA LIZENTZIADUNAK 
ESP,48,213100,"MEATZE INGENIARI TEKNIKARIAK, FAKULTATIBOAK, ETA PERITUAK "
ESP,48,219900,"ENERGIA, URA, MEATARITZA ETA IND.KIM. BEREZKO IHARDUEREKIN ZERIK.BESTE PROFE. "
ESP,48,221100,AERONAUTIKAKO INGENIARIAK 
ESP,48,221200,ITSAS INGENIARIAK 
ESP,48,221300,TELEKOMUNIKAZIO INGENIARIAK 
ESP,48,221400,"ARMAGINTZA ETA ERAIKUNTZA, ITSAS ARMAGINTZAKO INGENIARIAK ETA ICAIKO ELEKTROME "
ESP,48,222100,"AERONAUTIKAKO INGENIARI TEKNIKOAK, LAGUNTZAILEAK ETA PERITUAK "
ESP,48,222200,"TELEKOMUNIKAZIO INGENIARI TEKNIKOAK, LAGUNTZAILEAK ETA PERITUAK "
ESP,48,222300,"ARMAGINTZA ETA ERAIKUNTZA, ITSAS ARMAGINTZA INGENIARI LAGUNTZAILEAK "
ESP,48,222400,MARRAZKILARI TEKNIKOAK 
ESP,48,222500,TELEKOMUNIKAZIO TEKNIKARIAK 
ESP,48,222600,SOINU TEKNIKARIAK 
ESP,48,222700,ARGITERIA TEKNIKARIAK 
ESP,48,222800,"ITSASUNTZIGINTZAKO INGENIARI TEKNIKOAK, LAGUNTZAILEAK ETA PERITUAK "
ESP,48,229900,"AERONAUTIKA, TELEKOMUNIKAZIO ETA DOITASUNEZKO MEKANIK.ZERIKUSIRIK BESTE PROFES "
ESP,48,231100,INDUSTRIA ETA EHUNGINTZA INGENIARIAK 
ESP,48,232100,"INDUSTRIA ETA EHUNGINTZA INGENIARIA TEKNIKOAK, LAGUNTZAILEAK ETA PERITUAK "
